%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
 149  48  117.00    5.00        0.9727
 150  48  119.00    5.00        0.9778
 151  48  121.00    5.00        0.9309
 152  48  123.00    5.00        0.8385
 153  48  125.00    5.00        1.0506
 154  48  127.00    5.00        0.8139
 155  48  129.00    5.00        0.8283
 156  48  131.00    5.00        0.8477
 157  48  133.00    5.00        0.8689
 158  48  135.00    5.00        0.8870
 159  48  137.00    5.00        0.8965
 160  48  139.00    5.00        0.8938
 161  48  141.00    5.00        0.8802
 162  48  143.00    5.00        0.8623
 163  48  145.00    5.00        0.8482
 164  48  147.00    5.00        0.8408
 165  48  149.00    5.00        0.8372
 166  48  151.00    5.00        0.8363
 167  48  153.00    5.00        0.8302
 168  48  155.00    5.00        0.8221
 169  48  157.00    5.00        0.8146
 170  48  159.00    5.00        0.7989
 171  48  161.00    5.00        0.7772
 172  48  163.00    5.00        0.5274
 173  48  165.00    5.00        0.6769
 174  48  167.00    5.00        0.6662
 175  48  169.00    5.00        0.6413
 176  48  171.00    5.00        0.6254
 177  48  173.00    5.00        0.6162
 178  48  175.00    5.00        0.6064
 179  48  177.00    5.00        0.5825
 180  48  179.00    5.00        0.5555
   1  49 -179.00    7.00        0.4401
   2  49 -177.00    7.00        0.4105
   3  49 -175.00    7.00        0.3781
   4  49 -173.00    7.00        0.3435
   5  49 -171.00    7.00        0.3090
   6  49 -169.00    7.00        0.2773
   7  49 -167.00    7.00        0.2484
   8  49 -165.00    7.00        0.2200
   9  49 -163.00    7.00        0.1995
  10  49 -161.00    7.00        0.1883
  11  49 -159.00    7.00        0.1834
  12  49 -157.00    7.00        0.1819
  13  49 -155.00    7.00        0.1839
  14  49 -153.00    7.00        0.1881
  15  49 -151.00    7.00        0.1926
  16  49 -149.00    7.00        0.1994
  17  49 -147.00    7.00        0.2134
  18  49 -145.00    7.00        0.2287
  19  49 -143.00    7.00        0.2285
  20  49 -141.00    7.00        0.2101
  21  49 -139.00    7.00        0.1903
  22  49 -137.00    7.00        0.1753
  23  49 -135.00    7.00        0.1648
  24  49 -133.00    7.00        0.1594
  25  49 -131.00    7.00        0.1586
  26  49 -129.00    7.00        0.1590
  27  49 -127.00    7.00        0.1604
  28  49 -125.00    7.00        0.1809
  29  49 -123.00    7.00        0.2131
  30  49 -121.00    7.00        0.2493
  31  49 -119.00    7.00        0.2935
  32  49 -117.00    7.00        0.3531
  33  49 -115.00    7.00        0.4189
  34  49 -113.00    7.00        0.4745
  35  49 -111.00    7.00        0.5150
  36  49 -109.00    7.00        0.5531
  37  49 -107.00    7.00        0.6000
  38  49 -105.00    7.00        0.6255
  39  49 -103.00    7.00        0.6391
  40  49 -101.00    7.00        0.6451
  41  49  -99.00    7.00        0.6477
  42  49  -97.00    7.00        0.6461
  43  49  -95.00    7.00        0.6336
  44  49  -93.00    7.00        0.6023
  45  49  -91.00    7.00        0.5549
  46  49  -89.00    7.00        0.4923
  47  49  -87.00    7.00        0.4386
  48  49  -85.00    7.00        0.4102
  49  49  -83.00    7.00        0.4163
  50  49  -81.00    7.00        0.4465
  51  49  -79.00    7.00        0.4726
  52  49  -77.00    7.00        0.5763
  53  49  -75.00    7.00        0.8620
  54  49  -73.00    7.00        0.8196
  55  49  -71.00    7.00        0.7961
  56  49  -69.00    7.00        0.7988
  57  49  -67.00    7.00        0.8063
  58  49  -65.00    7.00        0.8426
  59  49  -63.00    7.00        0.9225
  60  49  -61.00    7.00        1.0433
  61  49  -59.00    7.00        1.0955
  62  49  -57.00    7.00        0.9552
  63  49  -55.00    7.00        1.0258
  64  49  -53.00    7.00        1.0728
  65  49  -51.00    7.00        0.6095
  66  49  -49.00    7.00        0.5368
  67  49  -47.00    7.00        0.5301
  68  49  -45.00    7.00        0.5375
  69  49  -43.00    7.00        0.5647
  70  49  -41.00    7.00        0.6056
  71  49  -39.00    7.00        0.6497
  72  49  -37.00    7.00        0.6955
  73  49  -35.00    7.00        0.7448
  74  49  -33.00    7.00        0.7865
  75  49  -31.00    7.00        0.8271
  76  49  -29.00    7.00        0.8560
  77  49  -27.00    7.00        0.8806
  78  49  -25.00    7.00        0.9084
  79  49  -23.00    7.00        0.9376
  80  49  -21.00    7.00        0.9598
  81  49  -19.00    7.00        0.9734
  82  49  -17.00    7.00        0.9833
  83  49  -15.00    7.00        0.9756
  84  49  -13.00    7.00        1.1523
  85  49  -11.00    7.00        1.3098
  86  49   -9.00    7.00        1.3670
  87  49   -7.00    7.00        1.3771
  88  49   -5.00    7.00        1.4075
  89  49   -3.00    7.00        1.4093
  90  49   -1.00    7.00        1.1949
  91  49    1.00    7.00        1.5363
  92  49    3.00    7.00        1.2378
  93  49    5.00    7.00        1.4759
  94  49    7.00    7.00        1.5411
  95  49    9.00    7.00        1.4728
  96  49   11.00    7.00        1.3787
  97  49   13.00    7.00        1.2873
  98  49   15.00    7.00        1.2202
  99  49   17.00    7.00        1.1764
 100  49   19.00    7.00        1.1457
 101  49   21.00    7.00        1.1157
 102  49   23.00    7.00        1.1139
 103  49   25.00    7.00        1.1304
 104  49   27.00    7.00        1.1409
 105  49   29.00    7.00        1.1322
 106  49   31.00    7.00        1.1075
 107  49   33.00    7.00        1.0797
 108  49   35.00    7.00        1.0616
 109  49   37.00    7.00        1.0544
 110  49   39.00    7.00        1.0483
 111  49   41.00    7.00        1.0414
 112  49   43.00    7.00        1.0324
 113  49   45.00    7.00        1.0230
 114  49   47.00    7.00        1.0201
 115  49   49.00    7.00        0.9255
 116  49   51.00    7.00        0.6345
 117  49   53.00    7.00        0.6594
 118  49   55.00    7.00        0.6862
 119  49   57.00    7.00        0.7043
 120  49   59.00    7.00        0.7229
 121  49   61.00    7.00        0.7437
 122  49   63.00    7.00        0.7662
 123  49   65.00    7.00        0.7846
 124  49   67.00    7.00        0.7966
 125  49   69.00    7.00        0.8075
 126  49   71.00    7.00        0.8081
 127  49   73.00    7.00        0.9610
 128  49   75.00    7.00        0.8299
 129  49   77.00    7.00        0.9106
 130  49   79.00    7.00        0.9811
 131  49   81.00    7.00        0.9695
 132  49   83.00    7.00        0.8970
 133  49   85.00    7.00        0.8374
 134  49   87.00    7.00        0.8537
 135  49   89.00    7.00        0.8708
 136  49   91.00    7.00        0.8821
 137  49   93.00    7.00        0.8837
 138  49   95.00    7.00        0.9919
 139  49   97.00    7.00        1.0396
 140  49   99.00    7.00        1.1353
 141  49  101.00    7.00        1.1183
 142  49  103.00    7.00        0.8658
 143  49  105.00    7.00        0.6328
 144  49  107.00    7.00        0.6063
 145  49  109.00    7.00        0.6137
 146  49  111.00    7.00        0.6508
 147  49  113.00    7.00        0.6967
 148  49  115.00    7.00        0.8063
 149  49  117.00    7.00        0.8857
 150  49  119.00    7.00        0.9157
 151  49  121.00    7.00        0.9029
 152  49  123.00    7.00        0.8585
 153  49  125.00    7.00        1.1028
 154  49  127.00    7.00        0.9965
 155  49  129.00    7.00        0.8509
 156  49  131.00    7.00        0.8391
 157  49  133.00    7.00        0.8535
 158  49  135.00    7.00        0.8698
 159  49  137.00    7.00        0.8793
 160  49  139.00    7.00        0.8760
 161  49  141.00    7.00        0.8626
 162  49  143.00    7.00        0.8443
 163  49  145.00    7.00        0.8218
 164  49  147.00    7.00        0.8096
 165  49  149.00    7.00        0.8032
 166  49  151.00    7.00        0.7255
 167  49  153.00    7.00        0.7311
 168  49  155.00    7.00        0.7758
 169  49  157.00    7.00        0.7597
 170  49  159.00    7.00        0.7401
 171  49  161.00    7.00        0.7164
 172  49  163.00    7.00        0.5452
 173  49  165.00    7.00        0.6283
 174  49  167.00    7.00        0.5939
 175  49  169.00    7.00        0.5681
 176  49  171.00    7.00        0.5492
 177  49  173.00    7.00        0.5324
 178  49  175.00    7.00        0.5195
 179  49  177.00    7.00        0.4977
 180  49  179.00    7.00        0.4709
   1  50 -179.00    9.00        0.3779
   2  50 -177.00    9.00        0.3598
   3  50 -175.00    9.00        0.3414
   4  50 -173.00    9.00        0.3200
   5  50 -171.00    9.00        0.2979
   6  50 -169.00    9.00        0.2788
   7  50 -167.00    9.00        0.2627
   8  50 -165.00    9.00        0.2455
   9  50 -163.00    9.00        0.2325
  10  50 -161.00    9.00        0.2297
  11  50 -159.00    9.00        0.2309
  12  50 -157.00    9.00        0.2312
  13  50 -155.00    9.00        0.2324
  14  50 -153.00    9.00        0.2389
  15  50 -151.00    9.00        0.2514
  16  50 -149.00    9.00        0.2693
  17  50 -147.00    9.00        0.2928
  18  50 -145.00    9.00        0.3156
  19  50 -143.00    9.00        0.3228
  20  50 -141.00    9.00        0.3073
  21  50 -139.00    9.00        0.2862
  22  50 -137.00    9.00        0.2639
  23  50 -135.00    9.00        0.2420
  24  50 -133.00    9.00        0.2238
  25  50 -131.00    9.00        0.2106
  26  50 -129.00    9.00        0.1989
  27  50 -127.00    9.00        0.1898
  28  50 -125.00    9.00        0.2012
  29  50 -123.00    9.00        0.2219
  30  50 -121.00    9.00        0.2420
  31  50 -119.00    9.00        0.2653
  32  50 -117.00    9.00        0.3043
  33  50 -115.00    9.00        0.3553
  34  50 -113.00    9.00        0.4055
  35  50 -111.00    9.00        0.4507
  36  50 -109.00    9.00        0.5012
  37  50 -107.00    9.00        0.5718
  38  50 -105.00    9.00        0.6100
  39  50 -103.00    9.00        0.6313
  40  50 -101.00    9.00        0.6396
  41  50  -99.00    9.00        0.6389
  42  50  -97.00    9.00        0.6271
  43  50  -95.00    9.00        0.5971
  44  50  -93.00    9.00        0.5439
  45  50  -91.00    9.00        0.4784
  46  50  -89.00    9.00        0.4134
  47  50  -87.00    9.00        0.3697
  48  50  -85.00    9.00        0.6414
  49  50  -83.00    9.00        0.5292
  50  50  -81.00    9.00        0.4334
  51  50  -79.00    9.00        0.4653
  52  50  -77.00    9.00        0.5692
  53  50  -75.00    9.00        0.8514
  54  50  -73.00    9.00        0.8120
  55  50  -71.00    9.00        0.7955
  56  50  -69.00    9.00        0.8010
  57  50  -67.00    9.00        0.8116
  58  50  -65.00    9.00        0.8379
  59  50  -63.00    9.00        0.8934
  60  50  -61.00    9.00        0.9147
  61  50  -59.00    9.00        0.8016
  62  50  -57.00    9.00        0.5646
  63  50  -55.00    9.00        0.5664
  64  50  -53.00    9.00        0.5725
  65  50  -51.00    9.00        0.5757
  66  50  -49.00    9.00        0.5717
  67  50  -47.00    9.00        0.5639
  68  50  -45.00    9.00        0.5643
  69  50  -43.00    9.00        0.5807
  70  50  -41.00    9.00        0.6122
  71  50  -39.00    9.00        0.6509
  72  50  -37.00    9.00        0.6919
  73  50  -35.00    9.00        0.7382
  74  50  -33.00    9.00        0.7849
  75  50  -31.00    9.00        0.8332
  76  50  -29.00    9.00        0.8658
  77  50  -27.00    9.00        0.8881
  78  50  -25.00    9.00        0.9093
  79  50  -23.00    9.00        0.9314
  80  50  -21.00    9.00        0.9480
  81  50  -19.00    9.00        0.9575
  82  50  -17.00    9.00        0.9659
  83  50  -15.00    9.00        1.1818
  84  50  -13.00    9.00        1.4003
  85  50  -11.00    9.00        1.4250
  86  50   -9.00    9.00        1.3953
  87  50   -7.00    9.00        1.3967
  88  50   -5.00    9.00        1.4210
  89  50   -3.00    9.00        1.4586
  90  50   -1.00    9.00        1.5058
  91  50    1.00    9.00        1.5540
  92  50    3.00    9.00        1.5889
  93  50    5.00    9.00        1.6115
  94  50    7.00    9.00        1.6070
  95  50    9.00    9.00        1.5593
  96  50   11.00    9.00        1.4774
  97  50   13.00    9.00        1.3843
  98  50   15.00    9.00        1.2992
  99  50   17.00    9.00        1.2453
 100  50   19.00    9.00        1.2000
 101  50   21.00    9.00        1.1627
 102  50   23.00    9.00        1.1427
 103  50   25.00    9.00        1.1403
 104  50   27.00    9.00        1.1477
 105  50   29.00    9.00        1.1520
 106  50   31.00    9.00        1.1440
 107  50   33.00    9.00        1.1261
 108  50   35.00    9.00        1.1052
 109  50   37.00    9.00        1.0921
 110  50   39.00    9.00        1.0849
 111  50   41.00    9.00        1.0748
 112  50   43.00    9.00        1.0576
 113  50   45.00    9.00        1.0299
 114  50   47.00    9.00        1.0125
 115  50   49.00    9.00        0.9693
 116  50   51.00    9.00        0.8087
 117  50   53.00    9.00        0.6537
 118  50   55.00    9.00        0.6783
 119  50   57.00    9.00        0.6897
 120  50   59.00    9.00        0.6951
 121  50   61.00    9.00        0.7033
 122  50   63.00    9.00        0.7177
 123  50   65.00    9.00        0.7336
 124  50   67.00    9.00        0.7466
 125  50   69.00    9.00        0.7584
 126  50   71.00    9.00        0.7626
 127  50   73.00    9.00        0.9371
 128  50   75.00    9.00        0.8006
 129  50   77.00    9.00        0.9667
 130  50   79.00    9.00        1.0202
 131  50   81.00    9.00        0.9606
 132  50   83.00    9.00        0.8622
 133  50   85.00    9.00        0.7918
 134  50   87.00    9.00        0.8015
 135  50   89.00    9.00        0.8121
 136  50   91.00    9.00        0.8207
 137  50   93.00    9.00        0.8245
 138  50   95.00    9.00        0.8213
 139  50   97.00    9.00        1.0420
 140  50   99.00    9.00        1.0900
 141  50  101.00    9.00        0.8829
 142  50  103.00    9.00        0.7207
 143  50  105.00    9.00        0.8421
 144  50  107.00    9.00        0.8270
 145  50  109.00    9.00        0.5809
 146  50  111.00    9.00        0.6273
 147  50  113.00    9.00        0.6882
 148  50  115.00    9.00        0.7506
 149  50  117.00    9.00        0.8617
 150  50  119.00    9.00        0.9503
 151  50  121.00    9.00        0.9572
 152  50  123.00    9.00        0.9801
 153  50  125.00    9.00        1.1364
 154  50  127.00    9.00        1.0158
 155  50  129.00    9.00        0.8441
 156  50  131.00    9.00        0.8189
 157  50  133.00    9.00        0.8273
 158  50  135.00    9.00        0.8413
 159  50  137.00    9.00        0.9148
 160  50  139.00    9.00        1.0177
 161  50  141.00    9.00        0.9818
 162  50  143.00    9.00        0.8278
 163  50  145.00    9.00        0.8035
 164  50  147.00    9.00        0.7867
 165  50  149.00    9.00        0.7762
 166  50  151.00    9.00        0.6860
 167  50  153.00    9.00        0.6868
 168  50  155.00    9.00        0.7290
 169  50  157.00    9.00        0.7034
 170  50  159.00    9.00        0.6788
 171  50  161.00    9.00        0.6530
 172  50  163.00    9.00        0.6223
 173  50  165.00    9.00        0.5906
 174  50  167.00    9.00        0.5413
 175  50  169.00    9.00        0.5158
 176  50  171.00    9.00        0.4935
 177  50  173.00    9.00        0.4699
 178  50  175.00    9.00        0.4509
 179  50  177.00    9.00        0.4284
 180  50  179.00    9.00        0.4036
   1  51 -179.00   11.00        0.3485
   2  51 -177.00   11.00        0.3338
   3  51 -175.00   11.00        0.3237
   4  51 -173.00   11.00        0.3129
   5  51 -171.00   11.00        0.3011
   6  51 -169.00   11.00        0.2908
   7  51 -167.00   11.00        0.2818
   8  51 -165.00   11.00        0.2697
   9  51 -163.00   11.00        0.2579
  10  51 -161.00   11.00        0.2556
  11  51 -159.00   11.00        0.2558
  12  51 -157.00   11.00        0.2501
  13  51 -155.00   11.00        0.2442
  14  51 -153.00   11.00        0.2486
  15  51 -151.00   11.00        0.2655
  16  51 -149.00   11.00        0.2906
  17  51 -147.00   11.00        0.3186
  18  51 -145.00   11.00        0.3448
  19  51 -143.00   11.00        0.3605
  20  51 -141.00   11.00        0.3564
  21  51 -139.00   11.00        0.3444
